question,answer,supporting_facts,graph_path,type,source,prob_yes,Corrected Question,Comments
"Which historic site, famous for it is celebrated on 7 october in the general roman calendar, is associated with the same state where the tourist attraction Vasona Lion Safari Park (known for haven for wildlife enthusiasts) is associated?",Lady of Rosary,"A haven for wildlife enthusiasts,There are more than three lions in the safari park, which is sprawled over an area of 20 acres and bound by a 3-m-high wall|It is celebrated on 7 October in the General Roman Calendar. 7 October is the anniversary of the decisive victory of the combined fleet of the Holy League of 1571 over the Ottoman navy at the Battle of Lepanto",tourism:vasona_lion_safari_park|state:dadra_nagar_haveli_daman_diu|history:lady_rosary,A,bank,0.9986349940299988,"Which historic site, celebrated on 7 October in the general Roman calendar, is associated with the same state where tourist attraction  ""Vasona Lion Safari Park""  is located?","Replaced “famous for it is celebrated on 7 october in the general roman calendar” → “celebrated on 7 October in the general Roman calendar” for proper sentence structure ,"
"Which art piece, famous for at the entrance of a hindu temple, is associated with the same state where the festival Chithirai Festival (known for annual celebration during the month of april) is celebrated?",Gopurams,"An annual celebration during the month of April. The festival, celebrated during the month of Chithirai, is associated with the Meenakshi Temple, dedicated to the goddess Meenakshi, a form of Parvati and her consort Sundareshwar, a form of Shiva.It lasts for one month.|A monumental entrance tower, usually ornate, at the entrance of a Hindu temple, in the South Indian architecture,In other areas of India they are much more modest, while in Southern Indian temples they are very often by far the highest part of the temple.",festival:chithirai_festival|state:tamil_nadu|art:gopurams,A,bank,0.9972872734069824,"Which art piece , famous for adorning the entrance of Hindu temples , is associated with the same state where the ""Chithirai Festival""   is celebrated?","Rephrased “famous for at the entrance of a hindu temple” to “famous for adorning the entrance of Hindu temples” for smoother and correct phrasing , Reorganized sentence to clearly link the art piece with the state where the festival is celebrated."
"Which historic site, famous for hindu religious center of vedic learning, is associated with the same state where the festival Aadi Perukku (known for cultural festival celebrated exclusively among populations from southern india) is celebrated?",Kanchi Kamakoti Peetham,"A cultural festival celebrated exclusively among populations from Southern India, on the 18th day of the Tamil month of Adi. The festival pays tribute to water's life-sustaining properties. For the blessing of mankind with peace, prosperity and happiness, nature worship in the form of Amman deities are organized to shower Nature's bountiful grace on human beings.|A Hindu religious center of Vedic learning, located near the Kamakshi Amman Temple.",festival:aadi_perukku|state:tamil_nadu|history:kanchi_kamakoti_peetham,A,bank,0.9983343482017517,"Which historic site, famous as a Hindu religious center of Vedic learning, is associated with the same state where the festival  ""Aadi Perukku""  is celebrated?","Replaced “famous for hindu religious center of vedic learning” → “famous as a Hindu religious center of Vedic learning” for proper sentence structure and capitalization , removed (known for cultural festival celebrated exclusively among populations from southern india)"
"Which art piece, famous for aboriginal method of wall painting, is associated with the same state where the waterfall Hundru Falls (known for scenic waterfall on the subarnarekha river) is associated?",Sohrai and Khovar painting,"A scenic waterfall on the Subarnarekha River, popular for tourism and picnics.|A aboriginal method of wall painting .The art is related to the festival of Sohrai which is celebrated during the autumn months after the Hindu festival of Diwali. Thee painting specifically relates marriage rituals among the tribes in the region. It is celebrated after the monsoon season and at the start of the paddy harvest season.The art of these painting is significantly matriarchal in its depiction as well as the tradition associated with it. The skill is passed on from mother to daughter. Most of the depictions show pregnant figures and animals with their younger ones. Hens and chicks are very common motifs. Other animals depicted in the painting are Indian buffalo, Indian rhinoceros, bumped cows, tigers, wild pigs, and Nilgai. Paintings are dedicated to Pashupati, ruler of creatures.",tourism:hundru_falls|state:jharkhand|art:sohrai_khovar_painting,A,bank,0.9930304884910583,"Which art piece ,famous for its aboriginal method of wall painting , is associated with the same state where ""Hundru Falls""  is located?","Rephrased “famous for aboriginal method of wall painting” to “famous for its aboriginal method of wall painting” for smoother and correct phrasing. ,removed (known for scenic waterfall on the subarnarekha river) "
"Which art piece, famous for embroidered handicraft that was once promoted under the patronage of the former, was crafted in the same state where the dish Lugdi (known for alcoholic drink traditionally prepared from cooked cereal grains) originated?",Chamba Rumal embroidery,"An alcoholic drink traditionally prepared from cooked cereal grains, especially rice or barley prepared by boiling barley grains or rice and some local herb known as Phab in water and then fermenting the material|An embroidered handicraft that was once promoted under the patronage of the former rulers of Chamba kingdom",cuisine:lugdi|state:himachal_pradesh|art:chamba_rumal_embroidery,A,bank,0.995252251625061,"Which art piece, renowned for its embroidered handicraft and once promoted under royal patronage of the former rulers of Chamba kingdom, originates from the same state where ""Lugdi"" is found?","Question was incomplete so added  (former rulers of Chamba kingdom) , removed  (known for alcoholic drink traditionally prepared from cooked cereal grains)"
"Which festival, famous for of kartik poornima it falls on the full moon of the hindu, is celebrated in the same state where the art piece Chikankari embroidery (known for according to laila tyabji) was crafted?",Dev Deepawali,"A traditional embroidery style. According to Laila Tyabji, this stems from the white-on-white embroidery of Shiraz came as part of a culture of Persian nobles at the Mughal court.There is also a tale that mentions how a traveler taught chikan to a peasant in return of water to drink. The most popular origin story credits Noor Jahan, Mughal empress and wife of Jahangir, for introducing this.|A festival of Kartik Poornima It falls on the full moon of the Hindu month of Kartika (November - December) and takes place fifteen days after Diwali. The steps of all the ghats on the riverfront of the Ganges River, from Ravidas Ghat at the southern end to Rajghat, are lit with more than a million earthen lamps (diyas) in honour of Ganga, the Ganges, and its presiding goddess. Mythologically, the gods are believed to descend to Earth to bathe in the Ganges on this day.[ The festival is also observed as Tripura Purnima Snan The tradition of lighting the lamps on this festival day was first started at the Dashashwamedh Ghat by Pandit Kishori Raman Dubey (Babu Maharaj) in 1991",art:chikankari_embroidery|state:uttar_pradesh|festival:dev_deepawali,A,bank,0.9922811388969421,"Which festival, celebrated on Kartik Poornima , the full moon of the Hindu month of Kartik , is celebrated in the same state where ""Chikankari embroidery"" originated?","Replaced “famous for of kartik poornima it falls on the full moon of the hindu” with a grammatically correct and meaningful phrase ,→ “celebrated on Kartik Poornima—the full moon of the Hindu month of Kartik”"
"Which dish, famous for buttermilk is a testament to the region's devotion to lord krishna, originated from the same state where the historic site Taj Mahal (known for ivory-white marble mausoleum on the right bank of the river yamuna it) is associated?",Braj Cuisine,"An ivory-white marble mausoleum on the right bank of the river Yamuna it was commissioned in 1631 by the fifth Mughal emperor, Shah Jahan (r. 1628-1658) to house the tomb of his beloved wife, Mumtaz Mahal; it also houses the tomb of Shah Jahan himself. The tomb is the centrepiece of a 17-hectare (42-acre) complex, which includes a mosque and a guest house, and is set in formal gardens bounded on three sides by a crenellated wall.|A style of traditional cooking ,Characterized by an abundance of fresh dairy products, such as milk, cream, butter, ghee, mawa, yogurt, buttermilk is a testament to the region's devotion to Lord Krishna, the divine cowherd.",history:taj_mahal|state:uttar_pradesh|cuisine:braj_cuisine,A,bank,0.9942399263381958,"Which regional cuisine, deeply rooted in devotion to Lord Krishna and known for its use of dairy products like buttermilk, originates from the same state where the ""Taj Mahal"" is located?","Replaced “famous for buttermilk is a testament to the region's devotion to lord krishna” with a smoother, more informative phrase: → “deeply rooted in devotion to Lord Krishna and known for its use of dairy products like buttermilk”  ,Reorganized the sentence to clearly link the cuisine to the cultural and geographic context."
"Which tourist attraction, famous for world's only floating national park established in 1977 for the endangered sangai, is located in the same state where the festival Yaosang (known for manipuri version of holi festival) is celebrated?",Keibul Lamjao National Gardens,"The Manipuri version of Holi festival, celebrated with colors, traditional sports, and cultural events|The world's only floating national park established in 1977 for the endangered Sangai deer on Loktak Lake",festival:yaosang|state:manipur|tourism:keibul_lamjao_national_gardens,A,bank,0.9964008331298828,"Which tourist attraction, famous as the world’s only floating national park established in 1977 to protect the endangered Sangai deer, is located in the same state where ""Yaosang festival"" is celebrated?","Replaced “famous for world's only floating national park established in 1977 for the endangered sangai” with a smoother, more informative phrase: → “famous as the world’s only floating national park established in 1977 to protect the endangered Sangai deer”"
"Which historic site, famous for protected lepcha reserve in dzongu, is associated with the same state where the wildlife sanctuary Fambong Lho Wildlife Sanctuary (known for 51 km2 (20 sq mi) large wildlife sanctuary) is located?",Preserving India's Rich Heritage,"A 51 km2 (20 sq mi) large wildlife sanctuary.It is contiguous with Khangchendzonga National Park and located around 30 km (19 mi).|A protected Lepcha reserve in Dzongu, legally designed to preserve their cultural heritage",tourism:fambong_lho_wildlife_sanctuary|state:sikkim|history:preserving_india_s_rich_heritage,A,bank,0.9991934895515442,,
"Which river, famous for subansiri river to the west, is associated with the same state where the religious tradition Naamghar (known for place for congregational worship associated with the entire assamese community and the) is associated?",Majuli River Island,"A place for congregational worship associated with the entire Assamese community and the Ekasarana sect of Hinduism, Besides forming the primary structure used for worship, they also function as meeting houses for congregations, as well as theaters for dramatic performances (bhaona)|The largest river island, bordered by the Brahmaputra River to the South and East, the Subansiri River to the West, and an anabranch of the Brahmaputra River",religion:naamghar|state:assam|tourism:majuli_river_island,A,bank,0.9929143190383911,"Which river island , famous as the world’s largest , located in the same state where the ""Naamghar"" tradition is associated ?","Reframed the question to focus on Majuli River Island as the subject, rather than a generic river , removed (known for place for congregational worship associated with the entire assamese community and the)"
"Which historic polity, famous for rajput princely state during the british raj, is associated with the same state where the festival Losar (known for in tibetan buddhism marks the beginning of the new year according to) originated?",Bushahr kingdom,"A festival in Tibetan Buddhism marks the beginning of the new year according to the Tibetan lunisolar calendar, typically falling in February or March|A Rajput princely state during the British Raj located in the hilly western Himalaya promontory bordering Tibet",festival:losar|state:himachal_pradesh|history:bushahr_kingdom,A,bank,0.9918035268783569,"Which historic polity, known as a Rajput princely state during the British Raj, is associated with the same state where the ""Losar festival"" originated ?"," Replaced “famous for rajput princely state during the british raj” with a clearer phrase:→ “known as a Rajput princely state during the British Raj” , -Reorganized the sentence to improve readability , removed  (known for in tibetan buddhism marks the beginning of the new year according to)"
"Which historic site, famous for hindu religious center of vedic learning, is associated with the same state where the medical practice Siddha medicine (known for of traditional medicine originating in southern india) was practised?",Kanchi Kamakoti Peetham,"A form of traditional medicine originating in southern India,one of the oldest systems of medicine in India.|A Hindu religious center of Vedic learning, located near the Kamakshi Amman Temple.",medicine:siddha_medicine|state:tamil_nadu|history:kanchi_kamakoti_peetham,A,bank,0.999079704284668,"Which historic site, renowned as a Hindu religious center of Vedic learning, is located in the same state where ""Siddha medicine"" is practiced?",Replaced “famous for hindu religious center of vedic learning” with: → “renowned as a Hindu religious center of Vedic learning”
"Which language, famous for sub-group officially recognized as a scheduled tribe retains unique cultural traits but, is spoken in the same state where the art piece Amaravati school of sculpture (known for ancient indian art style from 2nd century bce to the end of) is associated?",Kommu Koya,An ancient Indian art style from 2nd century BCE to the end of the 3rd century CE also called the Andhra School or Vengi School|A sub-group officially recognized as a Scheduled Tribe retains unique cultural traits but is categorized under the broader Koya ST community for government and legal identification,art:amaravati_school_sculpture|state:andhra_pradesh|language:kommu_koya,A,bank,0.9914109706878662,"Which language , spoken by a sub-group officially recognized as a Scheduled Tribe and known for retaining unique cultural traits, is associated with the same  state where the ""Amaravati School of Sculpture"",originated?",Rephrased “famous for sub-group officially recognized as a scheduled tribe retains unique cultural traits but” to: → “spoken by a sub-group officially recognized as a Scheduled Tribe and known for retaining unique cultural traits”
"Which national park, famous for world's only floating national park, is located in the same state where the temple Sree Shree Govindaji Temple (known for 19th century vaishnavite temple in imphal housing the divine idol of lord) is worshipped?",Keibul Lamjao National Park,"A 19th century Vaishnavite temple in Imphal housing the divine idol of Lord Govindaji|The world's only floating national park, habitat of the endangered Sangai deer on Loktak Lake",religion:sree_shree_govindaji_temple|state:manipur|tourism:keibul_lamjao_national_park,A,bank,0.997408926486969,"Which national park , famous as the world’s only floating national park , is located in the same state where the ""Shree Govindaji Temple"" is situatedl?","Replaced “famous for world’s only floating national park” with “famous as"" ,  removed (known for 19th century vaishnavite temple in imphal housing the divine idol of lord) "
"Which dish, famous for shops selling different types of parathas in a lane, originated from the same state where the personality Esha Gupta (known for and beauty pageant titleholder) worked?",Paranthe Wali Gali,"An Indian actress, model, and beauty pageant titleholder,works in Hindi films, crowned Femina Miss India International 2007 and represented India at Miss International 2007.|Shops selling different types of parathas in a lane",personalities:esha_gupta|state:delhi|cuisine:paranthe_wali_gali,A,bank,0.9970788955688477,"Which dish ,famous for being sold in numerous varieties along a dedicated lane of paratha shops ,originated in the same  state where beauty pageant titleholder and actress ""Esha Gupta"" began her professional career?","Replaced “famous for shops selling different types of parathas in a lane” with “famous for being sold in numerous varieties along a dedicated lane of paratha shops” for smoother flow and specificity , Added “began her professional career” to contextualize Esha Gupta’s connection to the state."
"Which art piece, famous for folk art developed in india's ang region that is often painted on, is associated with the same state where the historic site Patna Museum (known for state museum founded on 3 april 1917 during the british raj to) was built?",Manjusha paintings,"A state museum founded on 3 April 1917 during the British Raj to house the historical artefacts this is constructed in the style of Mughal and Rajput architecture, and is known locally as the Jadu Ghar.|A folk art developed in India's Ang region that is often painted on cloth or paper and portray scenes from the Bihula and the Bisharis folk story",history:patna_museum|state:bihar|art:manjusha_paintings,A,bank,0.9906262159347534,"Which art form ,famous as a folk tradition developed in India’s Ang region and often painted on scrolls or boxes , is associated with the same  state where the ""Patna Museum"" was established?","-Replaced “art piece” with “art form” to better reflect the traditional and recurring nature of the folk style , - Specified “scrolls or boxes” to hint at the mediums used in the art (e.g., Manjusha paintings on boxes or paper) ,"
"Which wildlife sanctuary, famous for wildlife reserve, is associated with the same state where the monastery Pemayangtse Monastery is associated?",Maenam Wildlife Sanctuary,"A Buddhist monastery is located 6 km from Gyalshing city, the district headquarters,110 km west of Gangtok.Planned, designed and founded by Lama Lhatsun Chempo in 1647|A wildlife reserve covering an area of around 35 square kilometres (14 sq mi)",religion:pemayangtse_monastery|state:sikkim|tourism:maenam_wildlife_sanctuary,A,gold,NA,"Which wildlife sanctuary renowned for its rich biodiversity and protected reserve , is located in the same state where the ""Pemayangtse Monastery"" is situated? ",Replaced “famous for wildlife reserve” with “renowned for its rich biodiversity and protected reserve” for smoother flow and specificity  
"Which temple, famous for paintings created during the 16th century, is associated with the same state where the costume Dharmavaram silk sarees (known for prized handloom product woven) was woven?",Lepakshi temple frescos,"A prized handloom product woven by hand with mulberry silk and zari often inspired by temple murals and paintings|The Paintings created during the 16th century, cover the ceilings and walls of the temple, depicting stories from mythology, religious texts, and courtly life",costume:dharmavaram_silk_sarees|state:andhra_pradesh|art:lepakshi_temple_frescos,A,bank,0.9996665716171265,"Which temple ,renowned for its 16th-century paintings ,is located in the same state where ""Dharmavaram silk sarees""  are woven?","Rephrased “famous for paintings created during the 16th century” to “renowned for its 16th-century paintings” for smoother flow , removed (known for prized handloom product woven)"
"Which festival, famous for annual festival celebrated in the thigalarpet, is celebrated in the same state where the historic polity Wadiyar dynasty (known for late-medieval royal family that claims descent from the yaduvanshi jadaun rajputs) is associated?",Bangalore Karaga,"A late-medieval royal family that claims descent from the Yaduvanshi Jadaun Rajputs. Members of the this and the Urs clan have also been royal advisers as dewans to their reigning siblings, cousins, nephews, or distant relatives. Some members have also commanded army divisions as dalvoys (commander-in-chief) for their reigning monarch.|An annual festival celebrated in the Thigalarpet, primarily by the Vahnikula Kshatriya which belongs to Chalukya dynasty community. Based on story of their heritage, they built temples for Draupadi and Dharmaraya (Yudhishthira).",history:wadiyar_dynasty|state:karnataka|festival:bangalore_karaga,A,bank,0.9917986392974854,"Which annual festival , celebrated in Thigalarpet and rooted in Draupadi worship , is celebrated in the same state where the historic polity ""Wadiyar dynasty""  is associated?","Reframed “famous for annual festival celebrated in the thigalarpet” to “annual festival ,celebrated in Thigalarpet and rooted in Draupadi worship” for clarity and cultural depth ,"
"Which wildlife sanctuary, famous for riverine forest mixed with teak and terminalia is spread over 36, is associated with the same state where the historic site Ramakrishnapuram Lake (known for home to many migratory birds currently facing many problems) is associated?",Shivaram Wildlife Sanctuary,"The lake is home to many migratory birds currently facing many problems, including water pollution.GHMC is trying to stop pollution but the efforts are not effective. Migratory birds and other animals are also affected by the pollution.|A wildlife preserve,riverine forest mixed with teak and terminalia is spread over 36.29 square kilometres (14.01 sq mi) and is home to marsh crocodiles from the river Godavari.",history:ramakrishnapuram_lake|state:telangana|tourism:shivaram_wildlife_sanctuary,A,bank,0.9971238970756531,"Which wildlife sanctuary ,famous for its riverine forest mixed with teak and terminalia and spread over 36 square kilometers , is located in the same  state where the tourist attraction ""Ramakrishnapuram Lake"" is found?","Rephrased “famous for riverine forest mixed with teak and terminalia is spread over 36” to “famous for its riverine forest mixed with teak and terminalia and spread over 36 square kilometers” for clarity and completeness , removed  (known for home to many migratory birds currently facing many problems) "
"Which dish, famous for black tea is manufactured specifically from the plant camellia sinensis, originated from the same state where the festival Ali Ai Ligang festival (known for spring festivity associated with agriculture celebrated) is celebrated?",Assam tea,"A spring festivity associated with agriculture celebrated by the tribal people and other Northeast Indian states on the occasion of the beginning of the Ahu paddy cultivation. The festival marks onset of sowing seeds|A black tea is manufactured specifically from the plant Camellia sinensis,now mostly grown at or near sea level and is known for its body, briskness, malty flavour, and strong, bright colour",festival:ali_ai_ligang_festival|state:assam|cuisine:assam_tea,A,bank,0.992074728012085,"Which dish ,famous for its black tea made specifically from the Camellia sinensis plant ,originated in the same  state where the   ""Ali Ai Ligang festival"" is celebrated ?",Reworded “famous for black tea is manufactured specifically from the plant camellia sinensis” to “famous for its black tea made specifically from the Camellia sinensis plant” for smoother phrasing and scientific clarity.
"Which art piece, famous for traditional hand-painted textile art form known for its intricate designs, was painted in the same state where the dish Pootharekulu (known for popular indian sweet wrapped in a wafer-thin rice starch layer resembling paper) originated?",Srikalahasti kalamkari,"A popular Indian sweet wrapped in a wafer-thin rice starch layer resembling paper and is stuffed with sugar, dry fruits and nuts|A traditional hand-painted textile art form known for its intricate designs, natural dyes, and unique techniques where artists use a ""kalam"" (pen) to draw and paint intricate designs on fabric.",cuisine:pootharekulu|state:andhra_pradesh|art:srikalahasti_kalamkari,A,bank,0.9936628341674805,Replaced “famous for wildlife reserve” with “renowned for its rich biodiversity and protected reserve” for smoother flow and specificity.,
"Which language, known for being the native Kherwarian Munda language , is spoken in the same state where the festival Bhagta Parab (known for tribal festival involving physical feats) originated?",Santali & Ho,"A tribal festival involving physical feats, especially pole-jumping, honoring deities.|A Kherwarian Munda language spoken natively by the Santal people of South Asia,most widely-spoken language of the Munda subfamily of the Austroasiatic languages, related to Ho and Mundari.It is a recognised regional language of India as per the Eighth Schedule of the Indian Constitution.It is spoken by around 7.6 million people in India.",festival:bhagta_parab|state:jharkhand|language:santali_ho,A,gold,NA,"Which two languages , both belonging to the Kherwarian branch of the Munda family , are spoken in the same state where the ""Bhagta Parab festival""  originated?","Reframed the question to ask about two languages instead of one, allowing for Santali and Ho to be featured together ,  Specified that both languages belong to the Kherwarian branch of the Munda language family, which adds scholarly clarity."
"Which tourist attraction, famous for it was india's fourth submarine commissioned on 18 december 1969 and was, is associated with the same state where the historic site Undavalli cave architecture (known for monolithic indian rock-cut architecture located south west of vijayawada and is) was built?",INS Kursura,A monolithic Indian rock-cut architecture located south west of Vijayawada and is one of the centrally protected Monuments of National Importance|A Kalvari-class diesel-electric submarine. It was India's fourth submarine commissioned on 18 December 1969 and was decommissioned on 27 February 2001 after 31 years of service,history:undavalli_cave_architecture|state:andhra_pradesh|tourism:ins_kursura,A,bank,0.9925425052642822,"Which tourist attraction ,famous for being India’s fourth submarine, commissioned on 18 December 1969 and later converted into a museum , is located in the same  state where the ""Undavalli Caves"" were built?","Rephrased “famous for it was india's fourth submarine commissioned on 18 december 1969 and was” to “famous for being India’s fourth submarine, commissioned on 18 December 1969 and later converted into a museum” for clarity and completeness."
"Which costume, famous for traditional wedding dress of hyderabadi muslim brides in the indian subcontinent, is worn in the same state where the art piece Nirmal paintings (known for popular form of paintings) is associated?",Khara dupatta,"A popular form of paintings ,the paintings have golden hues.This art was practiced in the 14th century by a group of artisans who are known as Naqash.|The traditional wedding dress of hyderabadi Muslim brides in the Indian subcontinent. It is an elaborate wedding ensemble comprising a kurta (tunic), chooridaar (extra-long slim pants that gather at the ankles), and a 6-yard dupatta (stole or veil).",art:nirmal_paintings|state:telangana|costume:khara_dupatta,A,bank,0.9958353042602539,"Which costume , famous as the traditional wedding dress of Hyderabadi Muslim brides in the Indian subcontinent , is worn in the same  state where ""Nirmal paintings"" are traditionally created?",Rephrased “famous for traditional wedding dress of hyderabadi muslim brides in the indian subcontinent” to “famous as the traditional wedding dress of Hyderabadi Muslim brides in the Indian subcontinent” for smoother phrasing
"Which monastery, famous for second-largest monastery in the world, is associated with the same state where the festival Yugang Bamboo Altars (known for with the nyokum goddess as the principal deity) is celebrated?",Tawang Monastery,"A festival celebrated by the Nyishi tribe interpreted as inviting all the Gods and Goddesses of the universe, with the Nyokum Goddess as the principal deity, to a particular venue at a particular time|The second-largest monastery in the world. Founded in the 17th century, it belongs to the Gelugpa sect of Tibetan Buddhism and serves as a vital spiritual and cultural center situated in the valley of the Tawang Chu",festival:yugang_bamboo_altars|state:arunachal_pradesh|tourism:tawang_monastery,A,bank,0.9940886497497559,"Which monastery ,renowned as the second-largest in the world ,is located in the same state where the ""Yugang Bamboo Altars festival""  is celebrated?","Rephrased “famous for second-largest monastery in the world” to “renowned as the second-largest in the world” for smoother phrasing , removed (known for with the nyokum goddess as the principal deity)"
"Which historic site, famous for warangal fort has four ornamental gates which originally formed the gates to, was built in the same state where the personality Ravindra Bharathi (known for prominent cultural auditorium for performing arts named after rabindranath tagore) is associated?",Kakatiya Kala Thoranam,"A prominent cultural auditorium for performing arts named after Rabindranath Tagore.|A historical arch,the Warangal Fort has four ornamental gates which originally formed the gates to the ruins of the great Shiva temple which are known as Kakatiya Kala Thoranam or Warangal Gates",personalities:ravindra_bharathi|state:telangana|history:kakatiya_kala_thoranam,A,bank,0.9971176385879517,"Which historic site, located near Warangal Fort and known for its four intricately carved stone gateways that once formed the entrances to a grand Shiva temple, was built in the same state where the cultural auditorium ""Ravindra Bharathi"" is located?","Removed redundancy and improved sentence flow , Clarified spatial relationship between the monument and the fort"
"Which historic site, famous for group of 12th century stone temples, associated with the same state where the tourist attraction Alwal Lake is located?",Kota Gullu,"An artificial lake,about 8 kilometers north of Secunderabad. There were many issues associated with the lake, which made a highly tensed situation for the Alwal Municipality Officials.|A group of 12th century stone temples which is located 9 km northwest",tourism:alwal_lake|state:telangana|history:kota_gullu,A,gold,NA,"Which historic site, known for its group of 12th-century stone temples built during the Kakatiya dynasty , is situated in the same  state where the tourist attraction  ""Alwal Lake"" is associated?","added ""during the Kakatiya dynasty"" for more clarity "
"Which national park, famous for national park and a biosphere reserve, is located in the same state where the art piece Cane and Bamboo (known for traditional cane & bamboo craft of the lepcha community in dzongu) was crafted?",Khangchendzonga National Park,"A traditional cane & bamboo craft of the Lepcha community in Dzongu, to make household furniture items like moorahs or small stools, decorative items like flowers, utility items etc|A National park and a biosphere reserve",art:cane_bamboo|state:sikkim|tourism:khangchendzonga_national_park,A,bank,0.9944877028465271,"Which national park, designated as both a national park and a UNESCO biosphere reserve, is located in the same  state where the traditional ""Cane and Bamboo craft""  is practiced?","Eliminated repetition and added specificity , Improved readability and coherence , Shifted from object creation to broader cultural practice for deeper relevance"
"Which costume, famous for the traditional wedding dress of Hyderabad Muslim brides in the Indian subcontinent, is located in the capital city of the state where the historic site Charminar is associated?",Khara dupatta,"A monument ,the Charminar's long history includes the existence of a mosque on its top floor for more than 434 years|The traditional wedding dress of hyderabadi Muslim brides in the Indian subcontinent. It is an elaborate wedding ensemble comprising a kurta (tunic), chooridaar (extra-long slim pants that gather at the ankles), and a 6-yard dupatta (stole or veil).",history:charminar|state:telangana|city:hyderabad,C,gold,NA,"Which traditional costume, known as the elaborate wedding attire of Hyderabadi Muslim brides and featuring a six-yard dupatta paired with a kurta and churidar, is associated with the capital city of the  state where the historic monument ""Charminar"" is located?","Smoothed phrasing and added specificity , Avoided awkward phrasing; “costume” isn’t a physical location , Improved accuracy and phrasing."
"Which religious tradition, famous for traditional natural sacred space believed to be inhabited, is associated with the same state where the medical practice Kerala Ayurveda (known for cradle of authentic ayurveda) was practised?",Sarpa Kavu,"The cradle of authentic Ayurveda, a science of life rooted in nature and holistic wellness. Our journey began with a commitment to preserve this ancient wisdom, crafting remedies that honor the traditions of our ancestors. Each product is a testament to the heritage of care, offering solutions deeply connected to nature's healing power.|A traditional natural sacred space believed to be inhabited by snakes, and the area usually contains a representation of Naga Raja (King of the Snakes) and other Naga Devatas (snake deities), where offerings and rites are performed during special ceremonies. This is a Hindu ritual performed by the Naga descendants' sects like the Bunts and Nairs, and all castes hold the Sarpa Kavu in reverence, with access forbidden to the area unless for due ceremonies.",medicine:kerala_ayurveda|state:kerala|religion:sarpa_kavu,A,bank,0.9981697797775269,"Which religious tradition, centered around natural sacred groves believed to be inhabited by serpent deities and preserved as ecological sanctuaries, is associated with the same state where ""Kerala Ayurveda"" is practiced?","famous for traditional natural sacred space believed to be inhabited” ⟶ “centered around natural sacred groves believed to be inhabited by serpent deities and preserved as ecological sanctuaries” ( Adds specificity (serpent deities), improves flow, and deepens cultural context) , Improved sentence structure and verb tense; added polish"
"Which art piece, famous for traditional indian textile art form, is associated with the same state where the historic site Undavalli cave architecture (known for monolithic indian rock-cut architecture located south west of vijayawada and is) was built?",Pedana kalamkari,"A monolithic Indian rock-cut architecture located south west of Vijayawada and is one of the centrally protected Monuments of National Importance|A traditional Indian textile art form, particularly known for its block-printing technique using natural dyes originated in Pedana",history:undavalli_cave_architecture|state:andhra_pradesh|art:pedana_kalamkari,A,bank,0.9932647943496704,"Which art piece, celebrated for its intricate hand-painted and block-printed designs rooted in traditional Indian textile art, is associated with the same  state where the ""Undavalli Caves"" were built?",famous for traditional Indian textile art form” ⟶ “celebrated for its intricate hand-painted and block-printed designs rooted in traditional Indian textile art” ( Adds specificity about Kalamkari techniques and elevates the phrasing. ) removed (known for monolithic indian rock-cut architecture located south west of vijayawada and is)
"Which historic site, famous for historical sarai as part of ibrahim bagh, was built in the same state where the art piece Nirmal paintings (known for popular form of paintings) is associated?",Taramati Baradari,"A popular form of paintings ,the paintings have golden hues.This art was practiced in the 14th century by a group of artisans who are known as Naqash.|A historical sarai as part of Ibrahim Bagh,constructed on the banks of the Musi river.",art:nirmal_paintings|state:telangana|history:taramati_baradari,A,bank,0.9973036050796509,"Which historic site, built as a royal sarai within Ibrahim Bagh and known for its acoustically designed pavilion named after a legendary courtesan, is located in the same state where ""Nirmal paintings"" are practiced?","""famous for historical sarai as part of ibrahim bagh” ⟶ “built as a royal sarai within Ibrahim Bagh and known for its acoustically designed pavilion named after a legendary courtesan” ( Adds historical and architectural context, clarifies the connection to Taramati ) -  Reorganized for clarity and smoother flow"
"Which national park, famous for protected forest reserve rich in biodiversity, is associated with the same state where the historic site Harappan culture (known for ancient bronze age civilization evident through archaeological finds at rakhigarhi site) is associated?",Kalesar national park,"The ancient Bronze Age civilization evident through archaeological finds at Rakhigarhi site.|A protected forest reserve rich in biodiversity, home to elephants, leopards, and many bird species.",history:harappan_culture|state:haryana|tourism:kalesar_national_park,A,bank,0.9945423603057861,"Which national park, known for its protected forest reserve rich in biodiversity and located in the Shivalik foothills, is situated in  the same state where the ""Harappan culture"" is associated ?","""famous for protected forest reserve rich in biodiversity” - ⟶ “known for its protected forest reserve rich in biodiversity and located in the Shivalik foothills” ( Adds geographic specificity and smoother phrasing.) ,  Refined grammar, added historical clarity, and improved sentence flow"
